TAZ,longitude_center,latitude_center,TAZ12_TEXT,ACRES,DU16,DU45,POP16,POP45,GQPOP16,GQPOP45,RPOP16,RPOP45,SFD16,SFD45,MFD16,MFD45,TOCDU16,TOCDU45,OCSDU16,OCSDU45,OCMDU16,OCMDU45,SEN16,SEN45,UEN16,UEN45,REM16,REM45,EMP2016,RE2016,SE2016,OTH2016,PSCH2016,EMP2045,RE2045,SE2045,OTH2045,PSCH2045,Total Daily Trips Through TAZ 2016,Total Daily Trips Through TAZ 2045,Trip Difference,TAZ Origin,Max_Time Difference Peak,Min_Time Difference Peak,Sum_Time Difference Peak,Max_Time Difference Uncongested,Min_Time Difference Uncongested,Sum_Time Difference Uncongested,Max_Difference - Driving Distance,Min_Difference - Driving Distance,Sum_Difference - Driving Distance,Max_Trip Difference,Min_Trip Difference,Sum_Trip Difference
1281,-117.72825114,33.64325395,1281,218.854191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,32,279,362,0,1674,32,276,1366,0,3596,5045.2,1449.2,1281,9.438516,-15.597698,432.443912000002,3.142943,-8.043078,59.7555450000005,2.284986,-6.109763,53.3668720000005,40.19769,-4.805825,757.66236
25,-117.97222642,33.92101318,0025,159.392493,479,834,1449,2193,6,6,1443,2187,471,471,8,363,465,821,457,458,8,363,463,435,0,0,802,1230,399,79,130,190,0,443,63,192,188,0,4023.5,5472,1448.5,25,15.426602,-5.769851,8017.44615600001,3.022171,-6.393094,-215.475425,8.918626,-6.01613699999999,15.497609,73.673593,-0.002404,761.603495000002
91,-117.87092141,33.88626463,0091,202.027584,2341,2348,6272,6379,0,0,6272,6379,150,150,2191,2198,2175,2219,146,146,2029,2073,543,515,0,0,3436,3559,1271,455,497,295,24,1598,575,597,402,24,22757.3,24168.9,1411.6,91,10.584946,-9.734456,2677.364604,3.022171,-6.393101,-63.048916,3.151067,-6.016125,-6.571635,99.37727,-13.932482,738.252829
55,-117.90262564,33.91936083,0055,81.397009,161,187,330,395,0,0,330,395,95,105,66,82,157,184,91,102,66,82,0,0,0,0,174,213,3029,198,1093,1738,0,3358,200,1420,1738,0,12897.6,14290.5,1392.9,55,13.345444,-7.861741,5852.45905999999,2.890038,-6.525234,-291.249841000005,5.242062,-6.016128,3.09787099999998,66.280138,-0.702109000000007,734.545624999999
1238,-117.85255797,33.65802771,1238,317.568511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0,0,900,0,32,868,0,281.5,1668,1386.5,1238,1.776522,-14.713867,-6620.204689,3.022182,-6.393094,-138.86356,2.442371,-6.016133,-55.878528,17.284312,-0.005335,722.066522000001
485,-117.8745781,33.78377494,0485,331.953688,1593,1594,4764,4836,168,173,4596,4663,465,466,1128,1128,1499,1515,449,450,1050,1065,26,26,0,0,2299,2367,4615,288,2051,2276,0,5050,310,2390,2350,0,33084.8,34465.6,1380.8,485,6.634998,-10.621639,-2732.821358,3.022175,-6.393101,-73.9742550000001,2.52248,-6.016133,-10.266194,256.639267,-38.6591979999999,682.449347000001
117,-117.89392833,33.87061426,0117,158.388954,1017,1107,2501,2742,38,38,2463,2704,115,115,902,992,954,1054,111,112,843,942,1259,1181,0,0,1288,1434,850,42,242,502,64,1210,42,388,716,64,8686.2,10059.8,1373.6,117,10.413252,-9.031292,2218.550854,3.022168,-6.393104,-64.472696,3.930751,-6.016125,3.52908799999998,48.508718,-3.471042,715.833191000001
1683,-117.65894644,33.49127229,1683,284.062036,554,662,817,1215,0,0,817,1215,4,4,550,658,513,624,4,4,509,620,0,0,0,0,259,394,263,0,135,128,0,468,0,185,283,0,3448.2,4815.2,1367,1683,16.615619,-10.444188,12603.620901,1.81572,-7.498581,-321.584292999996,3.879156,-6.63022,-108.784678,43.06418,-2.785071,706.057215
613,-117.9603898,33.76317626,0613,196.964726,535,535,2109,2139,14,14,2095,2125,192,192,343,343,514,520,185,186,329,334,3159,2978,0,0,740,760,939,296,452,41,150,1243,334,655,104,150,11860.4,13224.1,1363.7,613,9.702503,-8.893703,701.653775999999,2.853122,-6.562152,-249.549629999997,7.208474,-6.015877,112.685651000001,205.235349,-18.001761,703.641860000002
383,-117.88393591,33.8078003,0383,158.178826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4949,126,2537,2286,0,6116,138,2837,3141,0,25202.9,26559.1,1356.2,383,8.365761,-10.383,-964.868100999999,2.996479,-6.418797,-162.482083000002,2.25106,-6.016133,-58.328439,518.795698,-196.704469,608.617941000001
1210,-117.84875979,33.67638711,1210,90.809546,665,1256,665,1396,0,0,665,1396,0,0,665,1256,279,1140,0,0,279,1140,0,0,0,0,438,934,4844,48,2786,2010,0,4963,47,2906,2010,0,29687,31006.1,1319.1,1210,2.034598,-14.446693,-6008.56947999999,3.022178,-6.393094,-134.120919,2.210222,-6.016132,-51.478694,248.686184,-14.146008,694.189773
307,-117.8971362,33.84343689,0307,301.467494,1926,2107,7639,8465,91,91,7548,8374,771,771,1155,1336,1717,1894,704,699,1013,1195,1573,1480,0,0,3472,3903,920,49,527,273,71,1001,42,600,288,71,19765.2,21083.9,1318.7,307,10.363418,-9.860424,1477.027521,3.022168,-6.393104,-65.043231,2.251062,-6.01612799999999,-13.631144,169.613429,-39.697273,660.884713000002
1558,-117.60474465,33.63706255,1558,107.287151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,3435,229,1889,1317,0,3935,244,2106,1585,0,20645.3,21959.1,1313.8,1558,13.703949,-10.473396,5612.752142,2.503464,-10.094766,-149.751729,2.210224,-7.261772,-147.207579,111.30627,-20.004696,667.768923
1291,-117.75523407,33.63211422,1291,302.517322,92,252,303,767,0,0,303,767,92,252,0,0,83,247,83,247,0,0,0,0,0,0,159,415,15,0,0,15,0,15,0,0,15,0,848.2,2135.6,1287.4,1291,8.558115,-15.69888,-97.59894,3.022177,-8.163843,-152.828621,2.210213,-6.184536,-76.162012,40.63576,0,642.04101
1724,-117.64748366,33.46157867,1724,397.627379,871,881,2175,2240,19,19,2156,2221,286,296,585,585,805,810,283,278,522,532,11,11,0,0,1098,1145,2023,268,1131,624,0,2298,289,1360,649,0,20457.5,21730.3,1272.8,1724,18.871537,-11.847612,15874.160605,1.712842,-7.415288,-155.775603,3.879155,-5.620617,-58.384919,104.844454,-25.651899,664.953881
54,-117.88950294,33.91966962,0054,171.415654,786,1104,2143,2850,0,0,2143,2850,276,276,510,828,746,1056,264,265,482,791,0,0,0,0,1160,1563,1050,640,261,149,0,1127,681,277,169,0,13981.7,15254.2,1272.5,54,12.664119,-9.426079,4684.633109,3.022171,-6.3931,-67.8061850000001,4.957779,-6.01613200000001,6.129075,143.589908,-4.157893,667.991704999998
1244,-117.71773952,33.65606123,1244,285.981764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3008,496,343,2169,0,3328,496,567,2265,0,13771.3,15041.5,1270.2,1244,9.336631,-15.080456,866.913496000001,2.359246,-7.700805,-549.612192999996,2.679049,-7.202009,147.004519999999,382.022211,-76.3400210000001,644.65112
556,-117.97179093,33.80005079,0556,122.512934,419,461,1654,1773,21,21,1633,1752,419,419,0,42,412,455,412,414,0,41,0,0,0,0,656,712,191,72,44,75,0,328,116,132,80,0,4802.2,6071.9,1269.7,556,11.257478,-9.722114,1109.770178,2.54956,-6.86570800000001,-447.475718999997,3.896948,-6.01612799999999,-46.802517,67.246219,-1.457933,664.737291
555,-117.97923601,33.80018791,0555,116.612484,364,364,1392,1410,63,63,1329,1347,348,348,16,16,354,356,339,341,15,15,0,0,0,0,492,504,301,4,163,134,0,434,106,185,143,0,4111.8,5340.7,1228.9,555,11.894514,-9.116459,1237.300279,2.853115,-6.562153,-262.105653999998,3.891775,-6.015873,-66.5099729999995,51.328065,-1.584106,628.435801
554,-117.98840801,33.77747241,0554,163.744351,789,960,2830,3554,0,0,2830,3554,262,297,527,663,768,942,259,294,509,648,598,562,0,0,1255,1595,811,277,429,77,28,882,303,465,86,28,12093.5,13308.8,1215.3,554,13.47913,-9.159202,1978.988287,2.873649,-6.541623,-225.459451999999,8.457793,-6.01588,-1.48692900000005,132.574422,-5.635245,617.440788999999
139,-117.89372329,33.85683481,0139,124.779598,333,347,1477,1530,0,0,1477,1530,0,0,333,347,302,320,0,0,302,320,0,0,0,0,692,725,1802,202,228,1372,0,2210,223,354,1633,0,8871.6,10082.6,1211,139,10.142023,-8.813427,2063.164173,3.022167,-6.393104,-67.650262,2.251058,-6.016128,-6.77167200000001,40.754963,-8.287104,624.038353999999
285,-117.91991057,33.85075805,0285,158.033146,47,420,187,2794,13,13,174,2781,22,22,25,398,44,372,22,22,22,350,196,196,0,0,88,1339,1413,21,870,522,0,1419,36,831,552,0,7533.9,8744.7,1210.8,285,10.960045,-7.995407,2119.707804,3.022171,-6.393101,-63.8586110000001,2.251065,-6.016125,-16.514232,62.453449,-28.500654,625.421337000001
1685,-117.67446803,33.49241684,1685,230.382916,756,937,2364,3223,13,13,2351,3210,0,180,756,757,701,886,0,177,701,709,3096,2947,0,0,1070,1477,1102,169,323,496,114,1102,169,323,496,114,12071.6,13280.9,1209.3,1685,17.527615,-9.753826,13130.273467,2.096342,-7.415283,-132.874563,3.879156,-5.620613,-40.380153,71.583795,-18.314108,638.393096
183,-117.83510516,33.88435515,0183,387.004402,1218,1223,3689,3753,32,32,3657,3721,1024,1028,194,195,1203,1215,1014,1023,189,192,694,655,0,0,1762,1814,1536,886,417,207,26,1842,1001,535,280,26,23397.7,24588.8,1191.1,183,9.87651,-13.321957,899.268533000002,3.022171,-6.393097,-80.8639820000001,1.776962,-6.01613200000001,-25.044073,156.634446,-22.079923,608.579505999997
650,-118.03010699,33.77049308,0650,266.017935,1363,1581,3169,3595,4,4,3165,3591,304,305,1059,1276,1095,1295,257,264,838,1031,393,366,0,0,1744,2006,512,56,198,234,24,584,67,250,243,24,9653.7,10844.4,1190.7,650,15.933447,-8.917652,4983.136025,3.022167,-6.39310399999999,-109.16466,9.733252,-6.016124,7.48394300000013,68.801295,-8.34299200000001,629.244368
876,-117.5958973,33.67017102,0876,848.19981,97,251,216,643,0,0,216,643,97,240,0,11,94,239,94,228,0,11,0,0,0,0,125,378,108,0,89,19,0,112,0,92,20,0,1484.9,2664.9,1180,876,9.829159,-16.264954,-5871.35541799998,2.503469,-10.094761,-253.269777999997,2.210221,-7.419767,-185.246543,70.279414,-11.08657,599.047682
1740,-117.62108675,33.42345019,1740,292.5129,3126,3251,5909,6223,10,10,5899,6213,269,280,2857,2971,2591,2730,230,243,2361,2487,845,845,0,0,3364,3592,2545,118,1430,997,0,2724,160,1538,1026,0,29575.2,30741.4,1166.2,1740,17.766537,-13.533125,12509.397817,1.453613,-7.415288,-157.296494,3.879154,-8.1672,-65.203273,118.508311,-36.947869,595.477586
115,-117.91107758,33.8706844,0115,145.742521,892,893,2563,2600,59,59,2504,2541,508,509,384,384,850,859,488,491,362,368,0,0,0,0,1310,1349,808,17,255,536,0,1141,49,357,735,0,8159.1,9320.6,1161.5,115,10.405693,-8.549759,2105.865734,3.02216799999999,-6.39310399999999,-61.3315619999999,4.221673,-6.016125,12.030563,49.189349,-3.959202,604.157241000001
602,-117.96123184,33.77034968,0602,229.268615,925,1352,3547,4126,64,64,3483,4062,539,539,386,813,910,1337,538,539,372,798,694,663,0,0,1624,1921,1296,124,675,469,28,1361,127,731,475,28,14934.4,16085.9,1151.5,602,9.833277,-9.201061,768.484311999998,2.853115,-6.562157,-251.589674999996,7.378477,-6.01588,15.174312,89.319281,-13.274532,584.522686999999
1668,-117.67054221,33.53533188,1668,230.515573,786,818,3068,3186,0,0,3068,3186,258,258,528,560,755,793,253,253,502,540,308,308,0,0,1592,1675,651,12,292,347,0,981,12,375,594,0,10554.8,11702.2,1147.4,1668,15.748442,-8.344757,10835.201855,4.168082,-7.415287,-134.778555,3.879154,-5.620619,-38.255492,42.469385,-52.814935,600.526458
1189,-117.83876289,33.68560092,1189,66.862751,535,541,759,778,0,0,759,778,0,0,535,541,465,474,0,0,465,474,0,0,0,0,448,466,1061,4,546,511,0,1245,4,735,506,0,7856.7,8996.1,1139.4,1189,3.407852,-12.331879,-5445.01324699999,3.022178,-6.393093,-117.790299,2.21022,-6.016132,-48.121755,43.53095,-4.11998299999999,575.867067
520,-118.03276854,33.80837164,0520,75.532653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1943,37,1051,855,0,2240,49,1287,904,0,8885.7,10024,1138.3,520,15.499472,-8.708282,4459.807718,3.022167,-6.393097,-158.688442999999,3.891774,-6.016132,-391.349633,40.359533,-1.610995,588.786704000002
134,-117.94583345,33.85681085,0134,102.343074,577,676,2004,2281,17,17,1987,2264,350,350,227,326,551,653,340,342,211,311,0,0,0,0,1156,1339,152,30,54,68,0,233,66,77,90,0,5053.4,6191.1,1137.7,134,12.166843,-6.912494,3469.385118,3.022167,-6.39310500000001,-63.6879799999999,5.702749,-6.016124,-46.045095,37.882111,-2.690458,579.562378999999
1687,-117.67205919,33.48227665,1687,258.292233,238,238,355,360,2,2,353,358,0,0,238,238,220,223,0,0,220,223,755,755,0,0,202,208,1848,298,790,743,17,2223,298,970,938,17,13729.8,14858.3,1128.5,1687,17.556183,-10.665783,11812.103163,1.987529,-7.415284,-151.833923,3.879156,-6.468829,-57.664221,121.597252,-15.762849,584.06037
132,-117.96360368,33.85671909,0132,108.3829,517,557,1938,2100,223,228,1715,1872,245,245,272,312,491,533,240,240,251,293,0,0,0,0,755,831,258,47,113,98,0,411,109,153,149,0,4749.1,5865.9,1116.8,132,13.931111,-6.55133799999999,4937.669318,3.022167,-6.393105,-62.999728,8.326299,-6.016132,-4.53515600000001,48.279375,-3.657744,568.433252999999
633,-118.0467877,33.80133915,0633,147.603089,480,490,1463,1508,0,0,1463,1508,477,477,3,13,476,485,473,473,3,12,12,12,0,0,517,540,972,57,507,408,0,1141,163,559,419,0,6944.4,8061,1116.6,633,15.558922,-8.648834,4438.00581599999,2.897187,-6.518078,-392.142518000005,3.912699,-6.016133,-401.809548,109.487843,-17.135577,572.837973999999
1138,-117.82702031,33.69836516,1138,125.249734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2057,1041,617,399,0,2323,1168,751,404,0,20730,21833.5,1103.5,1138,3.853681,-13.21508,-5107.819925,3.022181,-6.393091,-123.293833,2.210219,-6.016132,-60.006172,459.945165,-282.796884,406.248865
119,-117.97201263,33.86295456,0119,292.059156,2241,2241,7397,7498,33,33,7364,7465,771,771,1470,1470,2081,2100,731,731,1350,1369,650,608,0,0,3041,3118,918,74,391,414,39,1093,180,447,427,39,17106.4,18192.5,1086.1,119,14.410717,-6.568073,5280.18730899999,3.022167,-6.393104,-61.310589,9.272122,-6.016125,0.776266999999994,92.597161,-60.974206,575.738957999999
1123,-117.82753259,33.73005192,1123,123.485043,1375,1375,5385,5460,54,54,5331,5406,21,21,1354,1354,1262,1277,21,20,1241,1257,272,269,0,0,2443,2508,1846,108,452,1286,0,2060,123,629,1308,0,18090.1,19172.1,1082,1123,3.698419,-12.80925,-3602.39328599999,3.022181,-6.393091,-380.004100999997,2.210199,-6.016133,-259.062401,154.137158,-54.145399,544.885930999999
1677,-117.6279137,33.50563709,1677,490.673221,280,297,877,947,0,0,877,947,280,296,0,1,274,292,274,291,0,1,0,2662,0,0,398,436,274,17,57,99,101,274,17,57,99,101,3495.4,4576.2,1080.8,1677,18.136753,-15.273438,14132.042361,0.105873000000003,-10.845279,-873.846002999996,3.879158,-8.779761,-434.756745,154.222057,-41.58128,508.461145
1213,-117.7797,33.67349872,1213,186.661736,210,210,531,539,0,0,531,539,0,0,210,210,197,200,0,0,197,200,0,0,14877,15197,240,245,61,11,22,28,0,198,26,89,83,0,14436.6,15514.5,1077.9,1213,5.180008,-19.913712,-3352.542468,2.960434,-8.887135,-209.891390000001,2.210217,-6.364987,-104.010087,97.256045,-8.96588000000001,537.741734999999
1385,-117.93571126,33.62870866,1385,201.703289,1613,1623,3076,3156,112,117,2964,3039,1,10,1612,1613,1470,1497,1,10,1469,1487,442,438,0,0,1685,1752,1396,68,599,729,0,1654,80,749,825,0,14939.8,16012.5,1072.7,1385,2.549948,-16.102523,-8094.15714300001,2.861599,-6.553677,-695.913450999997,2.210213,-9.884344,-1013.96696700001,436.344633,-83.637836,537.398571
438,-117.77955789,33.81605487,0438,407.441791,189,316,516,953,0,0,516,953,141,268,48,48,182,306,135,259,47,47,0,0,0,0,261,487,347,8,18,321,0,349,9,18,322,0,2116.2,3181.3,1065.1,438,5.609613,-13.974411,-3444.611981,3.006615,-6.797979,-196.371053000002,4.00979,-7.801243,-153.436,20.367231,-2.67696,539.825965999999
1437,-117.82428157,33.58137256,1437,453.458556,89,219,202,595,0,0,202,595,89,219,0,0,69,196,69,196,0,0,0,0,0,0,97,293,8,0,0,8,0,9,0,0,9,0,585.4,1650.2,1064.8,1437,7.12763,-15.058155,225.029928999999,2.09634,-8.163834,-151.245073,4.975731,-6.184532,-81.640759,41.713267,0,535.295439
1107,-117.82824715,33.74703285,1107,76.886262,309,309,716,726,0,0,716,726,130,130,179,179,281,284,121,123,160,161,10,10,0,0,416,424,1448,109,962,377,0,1676,125,1151,400,0,11632.6,12696.6,1064,1107,5.722743,-12.287758,-2857.903554,3.022179,-6.393093,-116.850977,4.401101,-6.016133,-45.645231,71.13375,-4.26558400000002,541.208574000001
1564,-117.60903082,33.62604108,1564,117.040413,195,195,645,655,0,0,645,655,1,1,194,194,193,195,1,1,192,194,0,0,0,0,302,312,2538,295,766,1477,0,2813,322,895,1596,0,14545.7,15607.8,1062.1,1564,14.923974,-10.791935,7368.68334699999,2.503463,-10.094766,-131.899141,6.087765,-6.222507,-68.6946029999999,125.757754,-10.454103,538.734208
133,-117.95457304,33.85673284,0133,119.502227,430,470,1620,1727,1,1,1619,1726,430,430,0,40,423,463,423,426,0,37,687,642,0,0,770,831,501,0,83,382,36,626,61,127,402,36,4550.6,5611.5,1060.9,133,13.802795,-6.679657,4758.394746,3.022171,-6.393101,-61.731701,8.326299,-6.016125,-6.42533500000004,38.131166,-2.976228,543.67183
1560,-117.61592098,33.62954108,1560,513.013898,698,713,2229,2283,0,0,2229,2283,512,512,186,201,681,698,505,503,176,195,1184,1123,0,0,1044,1081,553,63,309,137,44,953,74,382,453,44,10026.2,11087,1060.8,1560,15.408726,-10.908447,7986.52541500002,2.503463,-10.094768,-129.648669,2.210217,-8.786499,-74.126564,53.089061,-16.660794,559.418294
675,-118.01197622,33.74753677,0675,135.173825,0,400,0,949,0,0,0,949,0,0,0,400,0,388,0,0,0,388,0,0,0,0,0,492,1859,1490,251,118,0,1918,1512,285,121,0,20586.8,21642.3,1055.5,675,13.762543,-8.219463,2873.173822,3.022175,-6.39310099999999,-115.678165,8.602001,-6.016132,74.0430080000001,157.564959,-25.789137,607.915424999999
1598,-117.63936997,33.53724828,1598,1035.235457,2346,2439,7694,8064,0,0,7694,8064,1766,1850,580,589,2253,2363,1701,1796,552,567,0,0,0,0,3239,3446,632,15,232,385,0,632,15,232,385,0,22151.8,23202.7,1050.9,1598,20.382057,-7.436238,17659.479342,2.960216,-4.775899,-140.766861,4.204104,-3.056491,-29.676851,626.641022,-443.209061,299.737777000001
690,-117.95056202,33.74181869,0690,137.182857,771,976,2426,2845,119,124,2307,2721,242,242,529,734,749,958,236,236,513,722,505,475,0,0,1022,1213,346,22,196,107,21,401,22,244,114,21,7245.8,8281.1,1035.3,690,9.926132,-9.769917,-558.867785999998,3.022167,-6.393105,-136.697999,7.723148,-6.016132,31.2951900000001,43.061298,-5.341629,538.493437
1266,-117.77341788,33.64551071,1266,446.266357,1412,1412,4189,4246,0,0,4189,4246,449,449,963,963,1363,1377,429,431,934,946,847,847,0,0,2048,2095,410,19,170,187,34,592,19,350,189,34,13539.7,14571,1031.3,1266,6.613843,-19.229652,-3414.79856300001,3.022178,-8.163846,-153.132198,2.210211,-6.184536,-70.7864000000001,176.9945,-118.291635,575.832859999999
1561,-117.60225566,33.63178833,1561,92.833201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,60,255,908,0,1498,80,328,1090,0,4497.4,5526.5,1029.1,1561,14.015595,-10.378778,6191.174915,2.503463,-10.094767,-149.761785,2.210221,-7.261772,-147.207603,59.506124,-0.549909,526.552032
228,-117.98887206,33.85754668,0228,73.39236,292,470,883,1269,3,3,880,1266,50,50,242,420,271,450,49,50,222,400,0,0,0,0,385,565,254,0,39,215,0,331,4,65,262,0,2183.9,3197.6,1013.7,228,14.639428,-6.339371,5566.514034,3.018512,-6.396756,-70.3380279999995,1.776962,-6.038818,-32.201655,63.973628,-1.272486,512.166884000001
627,-118.06755729,33.8067858,0627,160.70984,90,90,254,255,37,37,217,218,32,32,58,58,84,84,30,30,54,54,68,68,0,0,103,105,5392,297,2763,2332,0,5761,381,3028,2352,0,18959.8,19967.2,1007.4,627,17.669209,-7.251549,6808.401646,3.001068,-6.414196,-150.025292999998,3.891766,-8.240244,-114.371174000001,133.483829,-6.31385400000005,543.318311
161,-117.83151229,33.86537044,0161,191.282331,124,230,598,967,15,15,583,952,124,175,0,55,120,227,120,172,0,55,0,0,0,0,356,584,3444,64,617,2763,0,3665,79,664,2922,0,10688.3,11688,999.700000000001,161,9.869873,-11.101963,1243.779324,3.022167,-6.393105,-100.453171,2.447819,-6.016129,-26.259541,103.802806,-4.36311900000004,528.188848000001
111,-117.97895391,33.87086572,0111,252.654495,741,840,2476,2813,75,75,2401,2738,196,196,545,644,713,821,189,190,524,631,0,0,0,0,845,973,1535,47,335,1153,0,1776,69,412,1295,0,8174.2,9171.1,996.900000000001,111,14.737694,-6.241104,5770.708901,3.022171,-6.393096,-60.593901,9.272125,-6.016125,0.818663999999988,44.077292,-22.820556,521.179722999999
1737,-117.62122458,33.43357353,1737,151.232701,461,562,1528,1869,29,29,1499,1840,220,230,241,332,444,548,216,229,228,319,0,0,0,0,788,976,1546,168,594,784,0,1654,179,671,804,0,11439.3,12432.6,993.300000000001,1737,17.954067,-13.939352,13182.537697,1.475861,-7.415284,-159.695432,3.879154,-8.485869,-67.997444,148.074714,-11.648101,545.043202
113,-117.93533031,33.87095044,0113,276.451868,1194,1484,2953,3396,231,236,2722,3160,573,573,621,911,1132,1420,559,562,573,858,0,0,0,0,1332,1561,1737,144,589,1004,0,1951,153,651,1147,0,13256.2,14238.6,982.4,113,11.027932,-7.927521,2272.320969,3.022167,-6.393105,-61.923322,2.251063,-6.016121,-5.13459399999999,85.665504,-22.615644,488.036464
1678,-117.65582707,33.50670714,1678,165.14104,167,186,544,603,6,6,538,597,167,180,0,6,156,176,156,170,0,6,0,0,0,0,180,202,824,138,503,183,0,976,138,655,183,0,7550.2,8522.1,971.900000000001,1678,16.316277,-9.55378,12020.598276,2.096343,-7.415287,-170.032246,3.879154,-6.227372,-100.436591,94.425451,-24.043344,494.942506000001
100,-117.92205131,33.88013566,0100,129.023238,269,370,763,1045,168,173,595,872,102,107,167,263,246,345,97,103,149,242,2110,1986,0,0,387,541,386,8,172,114,92,553,0,264,197,92,3738.1,4698.5,960.4,100,10.923596,-8.031864,2329.647497,3.022167,-6.393105,-60.924412,4.325604,-6.016121,-4.159792,121.267789,-1.777342,494.525424000001
112,-117.94638302,33.87094971,0112,194.277762,869,1015,2363,2756,11,11,2352,2745,480,481,389,534,838,982,475,478,363,504,0,0,0,0,1302,1541,860,72,324,464,0,982,79,362,541,0,9018.7,9966.1,947.4,112,12.594384,-6.484966,3752.939609,3.022171,-6.3931,-63.535713,5.702749,-6.016132,-54.613918,43.526974,-7.997016,491.454354999999
519,-118.04574556,33.80671021,0519,316.834312,0,244,165,414,165,166,0,248,0,137,0,107,0,241,0,136,0,105,0,0,0,0,79,202,1752,303,485,964,0,1864,345,547,972,0,7418.1,8364.5,946.4,519,15.534206,-8.67354599999999,4395.011733,2.897198,-6.518067,-392.140050000009,3.912697,-6.01612799999999,-401.809234,109.895235,-0.843608000000003,495.24328
1229,-117.74007113,33.66613982,1229,361.42278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,114,7,0,724,0,114,610,0,1040.6,1979.9,939.3,1229,6.238777,-19.389172,-4892.150593,1.611211,-8.401993,-1289.85566400001,2.210218,-8.067553,-1085.378265,24.007626,-8.011631,489.98011
535,-117.98893096,33.81383033,0535,161.200775,1274,1465,5333,6217,0,0,5333,6217,336,516,938,949,1214,1413,332,508,882,905,749,704,0,0,2143,1670,549,56,160,298,35,693,77,254,327,35,11425.7,12357.9,932.199999999999,535,13.631827,-9.17017300000001,2271.908688,3.022167,-6.393097,-87.7734769999998,3.891774,-6.165867,-53.134021,115.991115,-5.01258200000001,523.988641999999
656,-118.01966142,33.76241966,0656,143.79859,537,646,1786,2235,0,0,1786,2235,256,300,281,346,504,613,242,286,262,327,1238,1167,0,0,768,974,665,47,480,79,59,748,52,549,88,59,8080.8,9012.9,932.099999999999,656,14.417058,-8.797726,3672.68556,3.022167,-6.393105,-81.2840549999998,8.569161,-6.016125,11.9947820000001,64.08945,-2.659155,500.340889000001
1610,-117.61088427,33.51234202,1610,628.78038,270,430,541,1049,0,0,541,1049,0,144,270,286,258,418,0,137,258,281,0,0,0,0,149,293,252,0,207,45,0,252,0,207,45,0,3203,4134.7,931.7,1610,18.814285,-9.10628,15743.045571,3.664689,-6.845352,-330.225175000001,4.888285,-4.538596,-71.83737,173.271537,-117.333433,405.201806
1739,-117.62269516,33.42987329,1739,103.16427,1068,1176,2924,3273,37,37,2887,3236,163,172,905,1004,981,1091,160,172,821,919,43,1,0,0,1443,1636,864,122,245,458,39,917,142,261,475,39,10300.8,11213,912.200000000001,1739,17.947537,-13.537227,12626.986271,1.453613,-7.415287,-163.548444,3.879154,-8.167196,-169.395407,46.3050950000001,-5.56334100000001,470.971602
227,-117.99809635,33.85752609,0227,61.193149,3,3,8,8,5,5,3,3,3,3,0,0,1,1,1,1,0,0,477,442,0,0,4,4,860,205,576,54,25,1048,310,656,57,25,5988,6895.9,907.9,227,13.904435,-6.75936899999999,5221.703778,3.022167,-6.39310099999999,-57.171763,1.776962,-6.583334,-39.528768,197.495837,-6.464465,462.537703
1665,-117.69834289,33.49765829,1665,314.901925,828,828,2057,2085,0,0,2057,2085,452,452,376,376,787,793,438,437,349,356,0,0,0,0,1136,1167,994,160,345,489,0,1131,184,445,502,0,11823.4,12727.1,903.700000000001,1665,18.056416,-8.87429,12106.089625,2.035256,-8.193958,-1284.26450200001,8.166262,-7.644814,-75.7373599999988,47.939007,-14.335915,451.827355
1633,-117.68358725,33.54992753,1633,364.286183,1137,1137,3015,3056,27,27,2988,3029,647,647,490,490,1095,1103,633,633,462,470,1184,1102,0,0,1737,1784,953,25,465,408,55,1127,53,582,437,55,13742.2,14645.6,903.4,1633,16.009518,-8.586578,11058.24369,4.920206,-7.415287,-141.92413,4.286024,-5.620618,-44.999713,73.183387,-36.842707,476.238189
987,-118.00242114,33.66171427,0987,194.061681,2044,2156,3564,3788,11,11,3553,3777,894,906,1150,1250,1766,1882,796,809,970,1073,0,0,0,0,2137,2301,2543,333,1460,750,0,2710,435,1525,750,0,25301.6,26202.6,901,987,4.877302,-14.327626,-3019.839515,3.022167,-6.39310099999999,-335.895831,9.754972,-6.016125,-229.482061,155.471114,-27.320293,448.632769999999
